user0;31.721664309501648;5.467726409435272;-3.4041364192962646;-1.968169927597046;31.81708437204361;71;9
user1;3.7896511554718018;4.083334684371948;-1.899999976158142;-1.9287817478179932;4.044204115867615;14;3
user2;15.340650498867035;2.0687766075134277;-1.9526438117027283;-1.7503109574317932;13.706472337245941;25;4
user3;26.04224333167076;12.597670078277588;-1.4131432175636292;-1.850000023841858;35.37677016854286;60;5
user4;1.5362539291381836;2.7335411310195923;-0.013292551040649414;-0.009344875812530518;4.247157633304596;10;4
user5;-0.018500030040740967;2.4983333945274353;-0.5020303130149841;-2.2499999403953552;-0.272196888923645;66;8
user6;1.3750476241111755;0.3866667151451111;-1.7100000381469727;-2.25;-2.198285698890686;16;5
